area,id,year,text,average,argentina,australia,brazil,canada,china,france,germany,india,indonesia,italy,japan,korea,mexico,russia,saudi.arabia,south.africa,turkey,united.kingdom,united.states,european.union
IFI Reform,2011C-23,2011,"We will ensure the IMF continues to have resources to play its systemtic role to the benefit of its whole membership, building on the substantial resources we have already mobilized since London in 2009. We stand ready to ensure additional resources could be mobilized in a timely manner",0.1,-1,1,0,0,0,1,1,0,-1,-1,1,1,-1,0,1,0,-1,1,-1,1
IFI Reform,2011C-25,2011,We will expeditiously implement in full the 2010 quota and governance reform of the IMF,0.5,-1,1,1,-1,1,1,1,1,0,1,1,1,1,0,0,0,1,-1,1,1
IFI Reform,2013-109 ,2013,"we remain committed, together with the whole IMF membership, to agree on the quota formula and complete the 15th General Quota Review by january 2014 as agreed at the Seoul Summit and reiterated in Cannes and Los Cabos.",0.2,0,-1,1,1,1,1,1,1,-1,1,1,-1,1,0,-1,0,1,0,-1,-1
IFI Reform,2015-60,2015,"We reaffirm our commitment to maintaining a strong, quota-based and adequately resourced [International Monetary Fund]",0.85,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
IFI Reform,2018-67,2018,"We reaffirm our commitment to further strengthening the global financial safety net with a strong, quota-based, and adequately resourced IMF at its centre.",0.35,1,0,1,1,1,0,0,1,-1,-1,1,0,1,0,1,0,0,0,0,1
Food and Agriculture,2010T-43 ,2010,"[We welcome the launch of the Global Agriculture and Food Security Program in fulfillment of our Pittsburgh commitment on food security, an important step to further implement the Global Partnership for Agriculture and Food Security, and invite further contributions. Looking ahead, we commit to exploring innovative, results-based mechanisms to harness the private sector for agricultural innovation.] We call for the full implementation of the L’Aquila Initiative and the application of its principles.",0.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Food and Agriculture,2011C-227,2011,We commit to mitigate the adverse effects of excessive price volatility for the most vulnerable through the development of appropriate risk-management instruments. These actions are detailed in the development section of this final Declaration.,0.15,0,0,1,1,-1,1,0,1,0,1,-1,0,0,1,-1,-1,1,-1,1,0
Food and Agriculture,2011C-228,2011,"According to the Action Plan, we agree to remove food export restrictions or extraordinary taxes for food purchased for non-commercial humanitarian purposes by the World Food Program and agree not to impose them in the future.",0.95,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Food and Agriculture,2012LC-77,2012,"[We recognize the need to adapt agriculture to climate change and we recognize the importance of improving the efficiency of water and soil use in a sustainable manner. To this end,] we support the development of and a greater use of available technologies, well-known practices and techniques such as soil fertility enhancement, minimum tillage and agroforestry ",0.35,1,1,1,1,-1,1,0,0,1,0,-1,-1,0,1,0,1,0,1,1,0
Food and Agriculture,2013-149 ,2013,We reaffirm our determination to implement all existing initiatives including that stated in the Action Plan on Food Price Volatility and Agriculture which the G20 endorsed in 2011,0.8,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1
Food and Agriculture,2015-136,2015,We will support food system employment [in particular for smallholders and especially for women and youth through training and skills development],-0.1,1,0,0,0,0,1,-1,1,0,-1,0,0,-1,0,-1,0,-1,0,0,0
Food and Agriculture,2017-122,2017,"Ensure that the rising demand for food, feed and renewable resources does not result in an unsustainable increase in water use by the agriclture sector",0.05,1,0,0,1,-1,-1,1,0,0,1,0,0,0,-1,1,0,0,0,-1,0
Food and Agriculture,2017-168,2017,Promote information and communication technology (ICT) applications and skills in agriculture to strengthen productivity and efficiency in the value chain and enhance inclusiveness,0.7,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,-1,1,1,1
Food and Agriculture,2017-90,2017,"In order to achieve food security, we are committed to increase agricultural productivity and resilience in a sustainable manner, while aiming to protect, manage, and use efficiently water and water-related ecosystems.",-0.35,-1,1,-1,0,-1,1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,1,0,1
Food and Agriculture,2018-35,2018,"Building on the G20 Food Security and Nutrition Framework, we reaffirm our commitment to tackling the challenges of food security, which is crucial to achieving a world free of hunger and all forms of malnutrition. ",0.8,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1
Food and Agriculture,2018-36,2018,"We will promote dynamism in rural areas and sustainable agriculture, conscious of the importance of sustainable soil, water and riverbanks management supported by individual countries voluntarily, taking into consideration the specific needs of family and small-holder farmers. ",0.55,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1
Food and Agriculture,2020-105,2020,We reaffirm our commitment to tackling the challenges in food security and nutrition…especially in light of the pandemic,-0.2,1,0,-1,0,1,0,0,-1,-1,0,1,1,-1,-1,-1,-1,-1,0,0,0
International Cooperation,2010S-152 ,2010,"We will increase our efforts to conduct G20 consultation activities in a more systematic way, building on constructive partnerships with international organizations, in particular the UN, regional bodies, civil society, trade unions and academia.",0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
International Cooperation,2011C-282,2011,"Pursue consistent and effective engagement with non-members, regional and international organisations, including the United Nations, and other actors, and we welcome their contribution to our work as appropriate. We also encourage engagement with civil society. We request our Sherpas to make us proposals for the next meeting.",0.25,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
Labour and Employment,2009L-82,2009,We will build a fair and family-friendly market for both women and men,-0.05,0,1,-1,0,1,0,1,0,-1,-1,0,0,-1,-1,-1,0,0,1,0,1
Labour and Employment,2010S-55,2010,"[We will implement a range of structural reforms to boost and sustain global demand, foster job creation, contribute to global rebalancing, and increase our growth potential, and where needed undertake:] Labour market and human resource development reforms, including better targeted benefits schemes to increase participation; ",0.35,1,1,-1,1,1,1,0,0,-1,0,0,1,0,0,0,1,1,1,0,0
Labour and Employment,2010-S-56,2010,"[We will implement a range of structural reforms to boost and sustain global demand, foster job creation, contribute to global rebalancing, and increase our growth potential, and where needed undertake:] education and training to increase employment in quality jobs, boost productivity and thereby enhance potential growth. ",0.65,1,1,-1,1,-1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
Labour and Employment,2010S-57,2010,"[We will implement a range of structural reforms to boost and sustain global demand, foster job creation, contribute to global rebalancing, and increase our growth potential, and where needed undertake:] Tax reform to enhance productivity by removing distortions and improving the incentives to work, invest and innovate.  ",0.65,0,1,1,1,1,1,1,0,1,1,1,1,1,-1,0,1,1,1,-1,1
Labour and Employment,2011C-126,2011,[Members commit to] encourage the participation of older workers and women where appropriate,0.25,0,1,0,1,0,0,1,1,-1,0,1,1,-1,0,-1,-1,0,1,1,1
Labour and Employment,2011C-156,2011,"We are committed to renew our efforts to combat unemployment and promote decent jobs, especially for youth and others who have been most affected by the economic crisis.",0.7,1,0,1,1,1,0,1,1,-1,1,1,0,1,1,0,1,1,1,1,1
Labour and Employment,2012LC-35 ,2012,"We therefore endorse the recommendations of our Labor and Employment Ministers to urgently combat unemployment through appropriate labor market measures and fostering the creation of decent work and quality jobs, particularly for youth and other vulnerable groups, who have been severely hit by the economic crisis.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Labour and Employment,2013-68 ,2013,“[We commit to ensure] effective labour activation policies are in place to help jobseekers find work and bring under-represented and vulnerable groups into the labour market and reduce informality,0.75,1,1,1,0,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
Labour and Employment,2013-74 ,2013,[We are committed to] vocational training programmes,0.85,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
Labour and Employment,2013-64,2013,"“[We commit to] invest in our people’s skills [to give them skill portability and better prospects, to facilitate mobility and enhance employability].",0.8,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
Labour and Employment,2013-66,2013,"[We commit to invest in] life-long learning programs to give them skill portability and better prospects, to facilitate mobility and enhance employability",0.5,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,-1,0,1,0
Labour and Employment,2013-75,2013,"[We are committed to] finding innovative ways to encourage firms to hire youth for example by, where appropriate, reducing non-wage labour costs, moving towards early intervention measures and effective job-search assistance for different groups of youth, and motivating youth entrepreneurship and business start-ups.]",0.55,1,1,1,1,-1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1
Labour and Employment,2013-79,2013,"We commit to encourage the private sector, including small and medium sized enterprises as one of our most important partners, in fostering inclusive economic growth including for job creation and labour absorption.” ",0.85,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
Labour and Employment,2014-33.,2014,"We are strongly committed to reducing youth unemployment, which is unacceptably high, by acting to ensure young people are in education, training or employment.""",0.7,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,0,1,0,1,1,1
Labour and Employment,2014-39.,2014,"We remain focussed on addressing … long-term unemployment, by … having appropriate social protection systems.",0.55,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0
Labour and Employment,2015-23,2015,We are determined to support the better integration of our young people into the labour market including through the promotion of entrepreneurship,0.2,0,0,1,0,0,1,0,0,1,0,1,-1,1,0,-1,1,1,-1,-1,1
Labour and Employment,2015-24,2015,"Building on our previous commitments and taking into account our national circumstances, we agree to the G20 goal of reducing the share of young people who are most at risk of being permanently left behind in the labour market by 15% by 2025 in G20 countries",0.75,1,1,1,1,1,1,1,0,-1,1,1,0,1,1,1,0,1,1,1,1
Labour and Employment,2015-25,2015,We will continue monitoring the implementation of our Employment Plans as well as our goals to reduce gender participation gap,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Labour and Employment,2015-139,2015,"[We will explore mechanisms, including south-south and triangular cooperation, to share successful experiences in] apprenticeship and work-linked training pathways",-0.6,0,0,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0
Labour and Employment,2016-125,2016,We will further develop the G20 employment plans in 2017 to address these commitments and monitor progress in a systemic and transparent manner in achieving the G20 goals especially on youth employment and female labour participation,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
Labour and Employment,2016-189,2016,"The role of youth and women in innovation and entrepreneurship for job creation should be highlighted and supported, and we commit to take steps to expand access to quality skills training and education",-0.2,-1,1,-1,1,-1,-1,-1,1,-1,0,0,0,-1,-1,1,-1,-1,1,0,1
Labour and Employment, 2018-12,2018,"[We remain committed to building an inclusive, fair and sustainable Future of Work by promoting…] vocational training and skills development [including reskilling workers and improving labour conditions in all forms of employment, recognizing the importance of social dialogue in this area, including work delivered through digital platforms, with a focus on promoting labour formalization and making social protection systems strong and portable, subject to national law and circumstances]. ",0.4,0,1,0,1,0,1,1,1,1,0,-1,0,0,1,0,0,0,0,1,1
Labour and Employment, 2018-6,2018,"We endorse the Menu of Policy Options for the Future of Work which we will draw on, considering individual country circumstances, to: harness technology to strengthen growth and productivity. ",0.65,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1
Labour and Employment,2019-56,2019,We will also continue to promote employment opportunities for and employability of the young population,0.9,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Labour and Employment,2020-75,2020,We will continue to support workers through training and reskilling policies,0.65,0,1,0,1,1,1,1,0,1,1,1,1,-1,0,1,1,0,1,1,1
Microeconomic Policy,2013-61,2013,"We commit to] stimulate the creation of formal jobs [through pro-growth structural reforms in product and labour markets, including by promoting labour market adaptability and efficiency, ensuring adequate labour protection, as well as appropriate tax regimes and other government initiatives that may be required according to national circumstances].” ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Microeconomic Policy,2016-174,2016,We commit to enhance the partnership between public and private sectors as appropriate…while recognizing the importance of the business sector among others in realizing the benefits of innovation and entrepreneurship,0.55,1,1,-1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1
Gender,2012LC-41 ,2012,We commit to take concrete actions to overcome the barriers hindering women's full economic and social participation and to expand economic opportunities for women in G20 economies. ,0.55,1,1,1,1,-1,1,0,0,0,0,0,1,1,1,1,1,-1,1,1,1
Gender,2012-158,2012,"[In Cannes, countries put forward structural reform commitments to boost and sustain global demand, foster job creation, contribute to global rebalancing and increase the growth potential in all G-20 countries. These reforms include: Labour market reforms to increase labour force participation, such as:] encouraging the participation of females in the labour force by, for example, reforming benefit systems and providing affordable child care services.",0,,0,,,,,0,,,,-1,1,,,,,,,,
Gender,2014-30,2014,"We agree to the goal of reducing the gap in labour force participation rates between men and women in our countries by 25 per cent by 2025, taking into account national circumstances. This will bring more than 100 million women into the labour force [and] significantly increase global growth",0.315789474,-1,0,0,0,1,1,1,0,-1,1,1,1,0,1,0,-1,0,1,1,
Gender,2014-31,2014,"We agree to the goal of reducing the gap in participation rates between men and women in our countries by 25 per cent by 2025, taking in to account national circumstances, to bring more than 100 million women into the labour force",0.8,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1
Gender,2014-158,2014,"To achieve this, we agree to the goal of reducing the gap in labour force participation between men and women in our countries by 25 percent by 2025, taking into account national circumstances",-0.6,-1,0,-1,0,-1,0,-1,-1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1
Gender,2014-32,2014,"[We agree to the goal] to bring more than 100 million women into the labour force, [significantly reduce] inequality",0.05,-1,0,0,1,0,0,1,0,-1,1,1,0,0,-1,1,0,-1,0,0,0
Gender,2017-489,2017,"We facilitate education…for women and girls in the digital economy in particular low income and developing countries, including countries affected by conflict",-0.01,-1,1,-1,1,-1,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,1,0,1
Gender,2017-490,2017,"[We facilitate]…employment…[opportunities for women and girls in the digital economy in particular in low income and developing countries, including countries affected by conflict, in accordance with our respective capacities, with a focus on the following actions]. ",0.05,0,1,-1,1,0,1,1,-1,-1,0,1,1,-1,-1,-1,0,0,0,1,0
Gender,2017-491,2017,"We facilitate entrepreneurship opportunities for women and girls in the digital economy in particular in low income and developing countries, including countries affected by conflict, in accordance with our respective capacities, with a focus on the following actions. ",-0.3,-1,1,-1,1,-1,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,1,1
Gender,2017-88,2017,"We will improve women's access to labour markets through provision of quality education and training, supporting infrastructure, public services and social protection policies and legal reforms, where appropriate. ",0.7,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1
Gender,2018-40,2018,We will continue to promote initiatives aimed at ending all forms of discrimination against women and girls and gender-based violence,0.3,1,1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,1,1,1
Gender,2018-41,2018,"We commit to promoting women's economic empowerment, including by working with the private sector, to improve labour conditions for all, such as through access to quality and affordable care infrastructure and parental leave, and reducing the gender pay gap. ",0.65,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1
Gender,2019-70,2019,"[We commit to continue support for girls' and women's education and training, including…] improved access to STEM. ",0.25,0,1,0,0,-1,0,1,1,-1,1,0,1,0,0,1,0,0,0,0,1
Gender,2019-63,2019,We will also address the gender gap in unpaid care work which remains a major obstacle to women's participation in the labour market.,0.45,0,1,0,1,0,1,1,1,0,0,0,-1,0,0,1,0,1,1,1,1
Gender,2020-81,2020,"As many women have been disproportionately affected by the crisis, we will work to ensure that the pandemic does not widen gender inequalities and undermine the progress made in recent decade. ",0.85,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
Gender,2020-88,2020,We will take steps to remove the barriers to women's economic participation and entrepreneurship. ,0.7,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1
Health,2014-99,2014,[We will work] in partnership with non-governmental stakeholders,0.4,-1,1,0,1,1,1,1,0,-1,0,1,0,0,0,0,1,0,1,1,1
Health,2014-100,2014,"We will share our experiences of successfully fighting Ebola with our partners, including to promote safe conditions and training for health care and relief workers",0.4,-1,1,-1,1,1,1,1,0,-1,1,1,0,-1,1,0,1,0,1,1,1
Health,2014-101.,2014,We will work to expedite the effective and targeted disbursement of funds … balancing between emergency and long-term needs.,0.35,-1,0,1,1,0,1,1,1,-1,-1,1,1,-1,1,0,0,0,1,1,1
Health,2014-109.,2014,We also commit to fight anti-microbial resistance,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Health,2015-100,2015,"We agree that attention should be given to global health risks, such as antimicrobial resistance, infectious disease threats and weak health systems. These can significantly impact growth and stability. Building on the Brisbane Statement, we underscore the importance of a coordinated international response and reiterate our resolve to tackle these issues to fight the adverse impacts on the global economy. ",0.4,0,0,1,1,1,1,1,0,-1,0,1,0,0,0,0,0,0,1,1,1
Health,2015-101,2015,[we] will discuss the terms of reference to deal with this issue in the G20 next year,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Health,2016-138,2016,"In this context, we will promote the prudent use of antibiotics and take into consideration huge challenges of affordability and access of antimicrobials and their impact on public health.",-0.4,-1,0,-1,0,-1,-1,0,0,1,-1,-1,-1,-1,0,0,-1,-1,1,0,0
Health,2017-62,2017,"We strive for cooperative action to strengthen health systems worldwide, including through developing the health workforce. ",0.95,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Health,2017-70,2017,We will improve our understanding of the issue of antimicrobials in the environment. ,-0.3,-1,0,0,1,0,0,1,-1,0,-1,-1,0,-1,-1,-1,0,0,-1,0,0
Health,2017-292,2017,"Support international efforts, including those of the WHO Health Emergencies Program, to manage health risks and crises in a comprehensive way, from prevention, preparedeness and early identification of disease outbreaks to effective response and recovery efforts. ",0.3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Health,2018-47,2018,"We reaffirm the need for stronger health systems providing cost effective and evidence-based interventins to achieve better access to health care and to improve its quality and affordability to move towards Universal Health Coverage (UHC), in line with their national contexts and priorities.",0.85,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1
Health,2018-48,2018,"We will continue to strengthen core capacities required by International Health Regulations (IHR, 2005) for prevention, detection, and response to public health emergencies, while recognizing the critical role played by WHO in this regard. ",-0.3,0,0,-1,-1,0,-1,-1,0,1,0,0,0,-1,-1,-1,-1,-1,0,1,1
Health,2019-104,2019,We will promote healthy and active ageing through policy measures to address health promotion. ,-0.1,1,1,-,1,1,1,0,0,-1,-1,1,1,0,0,-1,-1,-1,0,0,1
Health,2019-106,2019,"We will implement comprehensive set of policies to address dementia, including promoting risk reduction and sustainable provision of long-term care as well as inclusive societies aiming to improve quality of lives of people with dementia and caregivers. ",0.05,-1,1,-1,1,1,0,0,-1,-1,-1,1,1,-1,0,0,0,-1,1,1,1
Health,2019-108,2019,We are committed to improving public health preparedeness and response including strengthening our own core capacities. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Health, 2020-5,2020,"We remain determined to support all developing and least developed countries as they face the intertwined health, economic, and social effects of COVID-19, recognizing the specific challenges in Africa and small island developing states. ",0.85,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1
Health,2020-18,2020,"We commit to advancing global pandemic preparedness, prevention, detection, and response",0.8,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1
Health,2020-21,2020,"[We reaffirm our commitment to] the continued sharing of timely, transparent, and standardized data and information",0.8,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
Health, 2020-6,2020,"We will spare no effort to ensure their [vaccines] affordable and equitable access for all people, consistent with members' commitments to incentivize innovation. In this regard we fully support all collaborative efforts, especially the Access to COVID-19 Tools Accelerator (ACT-A) initiative and its COVAX facility, and the voluntary licensing of intellectual property. ",0.7,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
Infrastructure,2014-152.,2014,[We] will work on ways to mobilise long-term financing for infrastructure.,0.95,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Infrastructure,2016-116,2016,We reaffirm our commitment to promote investment with focus on infrastructure in terms of both quantity and quality. ,0.05,0,0,1,1,0,0,1,-1,1,-1,0,1,0,-1,0,-1,0,0,-1,1
Infrastructure,2016-117,2016,We endorse the Global Infrastructure Connectivity Alliance launched this year to enhance the synergy and cooperation among various infrastructure programs in a holistic way. ,-0.15,0,0,0,1,0,0,0,-1,1,-1,1,1,-1,-1,0,0,-1,-1,0,1
Infrastructure,2018-47,2018,"To address the persistent infrastructure financing gap, we reaffirm our commitment to attract more private capital to infrastructure investment. ",0.65,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1
Infrastructure,2019-24,2019,We endorse the G20 Principles for Quality Infrastructure Investment as our common strategic direction and high aspiration. ,0.85,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1
Infrastructure,2020-39,2020,"We endorse the G20 Riyadh InfraTech Agenda, which promotes the use of technology in infrastructure, with the aim of improving investment decisions, enhancing value for money, and promoting quality infrastructure investments for the delivery of better social, economic and environmental outcomes. ",-0.1,0,0,-1,1,1,-1,0,-1,-1,0,1,0,-1,-1,0,-1,-1,1,1,1
Infrastructure,2020-194,2020,[We support MDBs to] maximize the quality of infrastructure projects. ,0.45,0,1,0,1,1,1,1,0,0,1,1,0,0,0,-1,0,0,1,1,1
Infrastructure,2020-40,2020,We will advance the work related to the G20 Principles for Quality Infrastructure Investment. ,0.4,1,1,0,1,1,0,0,0,0,1,0,0,1,-1,0,0,0,1,1,1
Migration and Refugees,2015-89,2015,We commit to continue further strengthening our support for all efforts to provide protection [for the unprecedented numbers of refugees and internally displaced persons in various parts of the world,0.6,1,1,1,1,0,1,1,-1,0,1,0,0,1,1,1,-1,1,1,1,1
Migration and Refugees,2016-132,2016,The G20 will continue to address forced displacement in 2017 with a view to developing concrete actions,0.45,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1
Migration and Refugees,2017-100,2017,"We commit to addressing the distinct needs of refugees and migrants, in particular close to their region of origin and, when applicable, to enable them to return home safely. ",0.35,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Terrorism,2013-140,2013,[We reiterate our commitment to FATF's work in] terrorism financing,0.75,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,1,0,1,1
Terrorism,2015-110,2015,We will continue to implement relevant FATF recommendations and instruments,0.8,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,0,1,1,1,1
Terrorism,2015-106+C285:C297,2015,"We also remain committed to tackling the financing channels of terrorism, particularly by enhanced cooperation on exchange of information",0.65,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1
Terrorism,2016-136,2016,"In confronting terrorism, we remain committed to effectively exchanging information, freezing terrorist assets, and criminalizing terrorist financing",0.75,1,1,-1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
Terrorism,2018-94,2018,"We will step up our efforts in fighting terrorist and proliferation financing, and money laundering. ",0.3,0,0,1,1,-1,1,1,0,0,0,1,0,0,-1,0,0,0,1,1,1
Terrorism,2019-141,2019,"For us all to reap the rewards of digitalization, we are committed to realizing an open, free and secure internet.",0,0,0,0,1,0,0,0,0,-1,0,0,1,-1,0,0,0,-1,0,0,1
ICT and Digitization,2015-93,2015,We commit ourselves to bridge the digital divide,0.1,0,0,0,1,0,0,0,0,0,-1,-1,1,0,0,1,0,0,1,-1,1
ICT and Digitization,2016-18,2016,"To achieve innovation-driven growth and the creation of innovative ecosystems, we support dialogue and cooperation on innovation, which covers a wide range of domains with science and technology innovation at its core",0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
ICT and Digitization,2016-23,2016,We support efforts to promote voluntary knowledge diffusion and technology transfer on mutually agreed terms and conditions,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
International Taxation,2008-80,2008,"Tax authorities, drawing upon the work of relevant bodies such as the Organization for Economic Cooperation and Development (OECD), should continue efforts to promote tax information exchange",0.75,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,0
International Taxation,2008-85,2008,Lack of transparency and a failure to exchange tax information should be vigorously addressed.,0.6,0,1,0,1,1,1,1,0,-1,1,1,1,1,0,0,1,1,1,0,1
International Taxation,2009L-44,2009,"We agree to take action against non-cooperative jurisdications, including tax havens",0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
International Taxation,2009L-106,2009,We stand ready to take agreed action against those jurisdictions which do not meet international standards in relation to tax transparency,0.35,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
International Taxation,2009L-107,2009,"We are committed to developing proposals, by end 2009, to make it easier for developing countries to secure the benefits of a new cooperative tax environment. ",0.65,1,1,1,1,0,1,1,0,-1,1,1,1,1,1,-1,1,1,1,1,0
International Taxation,2009P-59,2009,"We are commited to maintain the momentum in dealing with tax havens, money laundering, proceeds of corruption, terrorist financing, and prudential standards",0.8,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,0,1,1,1,1,1
International Taxation,2009P-60,2009,We stand ready to use countermeasures against tax havens from March 2010,0.35,1,1,1,1,1,1,0,-1,0,1,1,0,1,-1,-1,0,0,1,0,0
International Taxation,2010S-93,2010,"We reiterated our commitment to preventing non-cooperative jurisdictions from posing risks to the global financial system and welcomed the ongoing efforts by the FSB, Global Forum on Tax Transparency and Exchange of Information (Global Forum), and the Financial Action Task Force (FATF), based on a comprehensive, consistent and transparent assessment",0.35,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0
International Taxation,2011-199,2011,We are committed to protect our public finances from the risks posed by tax havens and non-cooperative jurisdictions. The damage caused in particularly important for the least developed countries. ,0.1,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,-1,0,0,1,0,1
International Taxation,2011-200,2011,We are committed to protect [the global financial system] from the risks posed by tax havens and non cooperative jurisdictions. The damage caused is particularly important for the least developed countries,0.5,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,-1,1,1,1
International Taxation,2012-70,2012,"In the tax area, we reiterate our commitment to strengthen transparency and comprehensive exchange of information",0.5,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0
International Taxation, 2013-7 ,2013,"We are committed to take steps to change our rules to tackle tax avoidance, harmful partices, and aggressive tax planning.” ",0.35,0,1,-1,1,0,0,1,0,0,1,0,0,1,1,-1,1,0,0,1,1
International Taxation,2013-101,2013,"We are committed to make automatic exchange of information attainable to all countries, including low-income countries (LICs)",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
International Taxation,2014-51,2014,"[We welcome the significant progress on the G20/OECD Base Erosion and Profit Shifting (BEPS) Action Plan to modernize international tax rules.] We are committed to finalizing this work in 2015, including transparency of taxpayer-specific rulings found to constitute harmful tax practices",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
International Taxation,2014-52,2014,"To prevent cross-border tax evasion, we endorse the global Common Reporting Standard for the automatic exchange of tax information (AEOI) on a reciprocal basis. ",0.3,-1,1,0,1,0,0,0,1,1,0,1,0,0,-1,0,1,0,1,0,1
International Taxation,2014-60.,2014,We commit to improve the transparency of … beneficial ownership by implementing the G20 High-Level Principles on Beneficial Ownership Transparency,0.7,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1
International Taxation,2015-54,2015,[We are progressing towards enhancing the transparency of our tax systems and] we reaffirm our previous commitments to information exchange on-request as well as to automatic exchange of information by 2017 or end-2018,0.79,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,
International Taxation,2016-63,2016,"We will continue our support for international tax cooperation to achieve a globally fair and modern international tax system and to foster growth, including advancing on-going cooperation on base erosion and profits shifting (BEPS)",0.65,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1
