"area","id","year","code","text","average","country","score","summit.date","host","min.number","min.closest","min.before","min.after","min.any","min.closest.overall","total","commitments","commitments2","binding.level","summit.ref","org.ref","mentions.date","mentions.multi.year","mentions.money","p5","g7","brics","oecd","imf_economy","is.host","host.us","host.uk","host.canada","host.korea","host.france","host.mexico","host.russia","host.australia","host.turkey","host.china","host.germany","host.argentina","host.japan","host.saudi","host.italy","gdp.per.cap","gdp.per.cap.lag","gdp.growth","gdp.growth.lag","is.argentina","is.australia","is.brazil","is.canada","is.china","is.france","is.germany","is.india","is.indonesia","is.italy","is.japan","is.korea","is.mexico","is.russia","is.saudi","is.safrica","is.turkey","is.uk","is.us","is.eu","is.climate","is.crime","is.dev","is.energy","is.envi","is.finreg","is.food","is.gender","is.health","is.ict","is.ifi","is.infra","is.int","is.tax","is.labor","is.macro","is.migr","is.terror","is.trade","score_mod"
"Gender","2017-489",2017,"","We facilitate education…for women and girls in the digital economy in particular low income and developing countries, including countries affected by conflict",-0.01,"brazil","-1","2017-07-07","germany",0,10000,0,0,0,10000,91,30,900,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9896717511,9.896717511e-05,0.523296589,-4.057423002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0"
"Gender","2017-490",2017,"","[We facilitate]…employment…[opportunities for women and girls in the digital economy in particular in low income and developing countries, including countries affected by conflict, in accordance with our respective capacities, with a focus on the following actions]. ",0.05,"brazil","-1","2017-07-07","germany",0,10000,0,0,0,10000,91,30,900,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9896717511,9.896717511e-05,0.523296589,-4.057423002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0"
"Gender","2017-491",2017,"","We facilitate entrepreneurship opportunities for women and girls in the digital economy in particular in low income and developing countries, including countries affected by conflict, in accordance with our respective capacities, with a focus on the following actions. ",-0.3,"brazil","-1","2017-07-07","germany",0,10000,0,0,0,10000,91,30,900,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9896717511,9.896717511e-05,0.523296589,-4.057423002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0"
"Gender","2017-88",2017,"","We will improve women's access to labour markets through provision of quality education and training, supporting infrastructure, public services and social protection policies and legal reforms, where appropriate. ",0.7,"brazil","1","2017-07-07","germany",0,10000,0,0,0,10000,91,30,900,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9896717511,9.896717511e-05,0.523296589,-4.057423002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1"
"Gender","2018-40",2018,"","We will continue to promote initiatives aimed at ending all forms of discrimination against women and girls and gender-based violence",0.3,"brazil","0","2018-11-30","argentina",0,10000,0,0,0,10000,91,7,49,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9121020092,9.121020092e-05,0.978938493,0.523296589,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0"
"Gender","2018-41",2018,"","We commit to promoting women's economic empowerment, including by working with the private sector, to improve labour conditions for all, such as through access to quality and affordable care infrastructure and parental leave, and reducing the gender pay gap. ",0.65,"brazil","1","2018-11-30","argentina",0,10000,0,0,0,10000,91,7,49,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9121020092,9.121020092e-05,0.978938493,0.523296589,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1"
"Gender","2019-70",2019,"","[We commit to continue support for girls' and women's education and training, including…] improved access to STEM. ",0.25,"brazil","0","2019-06-28","japan",0,10000,0,0,0,10000,91,12,144,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8845323931,8.845323931e-05,0.448280407,0.978938493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0"
"Gender","2019-63",2019,"","We will also address the gender gap in unpaid care work which remains a major obstacle to women's participation in the labour market.",0.45,"brazil","0","2019-06-28","japan",0,10000,0,0,0,10000,91,12,144,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8845323931,8.845323931e-05,0.448280407,0.978938493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0"
"Gender","2020-81",2020,"","As many women have been disproportionately affected by the crisis, we will work to ensure that the pandemic does not widen gender inequalities and undermine the progress made in recent decade. ",0.85,"brazil","1","2020-11-21","saudi",0,10000,0,0,0,10000,91,8,64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6923700197,6.923700197e-05,-3.918004172,0.448280407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1"
"Gender","2020-88",2020,"","We will take steps to remove the barriers to women's economic participation and entrepreneurship. ",0.7,"brazil","1","2020-11-21","saudi",0,10000,0,0,0,10000,91,8,64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6923700197,6.923700197e-05,-3.918004172,0.448280407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1"
"Gender","2021-42",2021,"","[we reaffirm our commitment to…support a sustainable, inclusive and resilient recovery across the world, able to promote equity and accelerate progress on all SDGs, recognizing the importance of]…women empowerment. ",0.1,"brazil","0","2021-10-30","italy",0,10000,0,0,0,10000,91,17,289,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7696785531,7.696785531e-05,4.435352819,-3.918004172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0"
"Health","2014-99",2014,"","[We will work] in partnership with non-governmental stakeholders",0.4,"brazil","0","2014-11-15","australia",0,10000,0,0,0,916,141,33,1089,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.207140465,0.0001207140465,-0.354514802,2.114256452,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
"Health","2014-100",2014,"","We will share our experiences of successfully fighting Ebola with our partners, including to promote safe conditions and training for health care and relief workers",0.4,"brazil","-1","2014-11-15","australia",0,10000,0,0,0,916,141,33,1089,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.207140465,0.0001207140465,-0.354514802,2.114256452,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
"Health","2014-101.",2014,"","We will work to expedite the effective and targeted disbursement of funds … balancing between emergency and long-term needs.",0.35,"brazil","1","2014-11-15","australia",0,10000,0,0,0,916,141,33,1089,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.207140465,0.0001207140465,-0.354514802,2.114256452,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1"
"Health","2014-109.",2014,"","We also commit to fight anti-microbial resistance",0.95,"brazil","1","2014-11-15","australia",0,10000,0,0,0,916,141,33,1089,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.207140465,0.0001207140465,-0.354514802,2.114256452,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1"
"Health","2015-100",2015,"","We agree that attention should be given to global health risks, such as antimicrobial resistance, infectious disease threats and weak health systems. These can significantly impact growth and stability. Building on the Brisbane Statement, we underscore the importance of a coordinated international response and reiterate our resolve to tackle these issues to fight the adverse impacts on the global economy. ",0.4,"brazil","1","2015-11-15","turkey",0,10000,0,0,0,551,141,2,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8783214413,8.783214413e-05,-4.358317179,-0.354514802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1"
"Health","2015-101",2015,"","[we] will discuss the terms of reference to deal with this issue in the G20 next year",0.2,"brazil","0","2015-11-15","turkey",0,10000,0,0,0,551,141,2,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8783214413,8.783214413e-05,-4.358317179,-0.354514802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
"Health","2016-138",2016,"","In this context, we will promote the prudent use of antibiotics and take into consideration huge challenges of affordability and access of antimicrobials and their impact on public health.",-0.4,"brazil","-1","2016-09-04","china",0,10000,0,0,0,257,141,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8680735421,8.680735421e-05,-4.057423002,-4.358317179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
"Health","2017-62",2017,"","We strive for cooperative action to strengthen health systems worldwide, including through developing the health workforce. ",0.95,"brazil","1","2017-07-07","germany",1,49,1,0,1,49,141,19,361,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9896717511,9.896717511e-05,0.523296589,-4.057423002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1"
"Health","2017-70",2017,"","We will improve our understanding of the issue of antimicrobials in the environment. ",-0.3,"brazil","0","2017-07-07","germany",1,49,1,0,1,49,141,19,361,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9896717511,9.896717511e-05,0.523296589,-4.057423002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
"Health","2017-292",2017,"","Support international efforts, including those of the WHO Health Emergencies Program, to manage health risks and crises in a comprehensive way, from prevention, preparedeness and early identification of disease outbreaks to effective response and recovery efforts. ",0.3,"brazil","0","2017-07-07","germany",1,49,1,0,1,49,141,19,361,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9896717511,9.896717511e-05,0.523296589,-4.057423002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
"Health","2018-47",2018,"","We reaffirm the need for stronger health systems providing cost effective and evidence-based interventins to achieve better access to health care and to improve its quality and affordability to move towards Universal Health Coverage (UHC), in line with their national contexts and priorities.",0.85,"brazil","1","2018-11-30","argentina",1,57,1,0,1,57,141,4,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9121020092,9.121020092e-05,0.978938493,0.523296589,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1"
"Health","2018-48",2018,"","We will continue to strengthen core capacities required by International Health Regulations (IHR, 2005) for prevention, detection, and response to public health emergencies, while recognizing the critical role played by WHO in this regard. ",-0.3,"brazil","-1","2018-11-30","argentina",1,57,1,0,1,57,141,4,16,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9121020092,9.121020092e-05,0.978938493,0.523296589,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
"Health","2019-104",2019,"","We will promote healthy and active ageing through policy measures to address health promotion. ",-0.1,"brazil","-1","2019-06-28","japan",2,0,1,1,1,0,141,14,196,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8845323931,8.845323931e-05,0.448280407,0.978938493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
"Health","2019-106",2019,"","We will implement comprehensive set of policies to address dementia, including promoting risk reduction and sustainable provision of long-term care as well as inclusive societies aiming to improve quality of lives of people with dementia and caregivers. ",0.05,"brazil","-1","2019-06-28","japan",2,0,1,1,1,0,141,14,196,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8845323931,8.845323931e-05,0.448280407,0.978938493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
"Health","2019-108",2019,"","We are committed to improving public health preparedeness and response including strengthening our own core capacities. ",1,"brazil","1","2019-06-28","japan",2,0,1,1,1,0,141,14,196,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8845323931,8.845323931e-05,0.448280407,0.978938493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1"
"Health"," 2020-5",2020,"","We remain determined to support all developing and least developed countries as they face the intertwined health, economic, and social effects of COVID-19, recognizing the specific challenges in Africa and small island developing states. ",0.85,"brazil","1","2020-11-21","saudi",2,65,1,0,1,65,141,14,196,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6923700197,6.923700197e-05,-3.918004172,0.448280407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1"
"Health","2020-18",2020,"","We commit to advancing global pandemic preparedness, prevention, detection, and response",0.8,"brazil","1","2020-11-21","saudi",2,65,1,0,1,65,141,14,196,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6923700197,6.923700197e-05,-3.918004172,0.448280407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1"
"Health","2020-21",2020,"","[We reaffirm our commitment to] the continued sharing of timely, transparent, and standardized data and information",0.8,"brazil","1","2020-11-21","saudi",2,65,1,0,1,65,141,14,196,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6923700197,6.923700197e-05,-3.918004172,0.448280407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1"
"Health"," 2020-6",2020,"","We will spare no effort to ensure their [vaccines] affordable and equitable access for all people, consistent with members' commitments to incentivize innovation. In this regard we fully support all collaborative efforts, especially the Access to COVID-19 Tools Accelerator (ACT-A) initiative and its COVAX facility, and the voluntary licensing of intellectual property. ",0.7,"brazil","0","2020-11-21","saudi",2,65,1,0,1,65,141,14,196,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6923700197,6.923700197e-05,-3.918004172,0.448280407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
"Health","2020-19",2020,"","We reaffirm our commitment to full compliance with the International Health Regulations (IHR 2005).",-0.35,"brazil","-1","2020-11-21","saudi",2,65,1,0,1,65,141,14,196,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6923700197,6.923700197e-05,-3.918004172,0.448280407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
"Health","2020-20",2020,"","[We reaffirm our commitment to]… improving their [IHR] implementation, including through supporting capacities of countries in need. ",-0.35,"brazil","-1","2020-11-21","saudi",2,65,1,0,1,65,141,14,196,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6923700197,6.923700197e-05,-3.918004172,0.448280407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
"Health"," 2021-10",2021,"","To help advance toward the global goals of vaccinating at least 40 percent of the population in all countries by the end of 2021 and 70 percent by mid-2022, as recommended by the World Health Organization (WHO)'s global vaccination strategy, we will take steps to help boost the supply of vaccines and essential medical products and inputs in developing countries and remove relevant supply and financing constraints.",0.55,"brazil","0","2021-10-30","italy",3,1,1,0,1,1,141,35,1225,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7696785531,7.696785531e-05,4.435352819,-3.918004172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
"Health","2021-82",2021,"","We will integrate the implementation of a One Health approach in relevant policies and decision-making processes.",0.8,"brazil","1","2021-10-30","italy",3,1,1,0,1,1,141,35,1225,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7696785531,7.696785531e-05,4.435352819,-3.918004172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1"
"Health","2021-35",2021,"","We will pursue our efforts to enhance innovation in digital and other health-related technologies, taking into account the need to protect personal health data. ",0.45,"brazil","1","2021-10-30","italy",3,1,1,0,1,1,141,35,1225,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7696785531,7.696785531e-05,4.435352819,-3.918004172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1"
"Infrastructure","2014-152.",2014,"","[We] will work on ways to mobilise long-term financing for infrastructure.",0.95,"brazil","1","2014-11-15","australia",0,10000,0,0,0,10000,56,28,784,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.207140465,0.0001207140465,-0.354514802,2.114256452,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1"
"Infrastructure","2016-116",2016,"","We reaffirm our commitment to promote investment with focus on infrastructure in terms of both quantity and quality. ",0.05,"brazil","1","2016-09-04","china",0,10000,0,0,0,10000,56,8,64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8680735421,8.680735421e-05,-4.057423002,-4.358317179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1"
"Infrastructure","2016-117",2016,"","We endorse the Global Infrastructure Connectivity Alliance launched this year to enhance the synergy and cooperation among various infrastructure programs in a holistic way. ",-0.15,"brazil","0","2016-09-04","china",0,10000,0,0,0,10000,56,8,64,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8680735421,8.680735421e-05,-4.057423002,-4.358317179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"Infrastructure","2018-47",2018,"","To address the persistent infrastructure financing gap, we reaffirm our commitment to attract more private capital to infrastructure investment. ",0.65,"brazil","1","2018-11-30","argentina",0,10000,0,0,0,10000,56,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9121020092,9.121020092e-05,0.978938493,0.523296589,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1"
"Infrastructure","2019-24",2019,"","We endorse the G20 Principles for Quality Infrastructure Investment as our common strategic direction and high aspiration. ",0.85,"brazil","1","2019-06-28","japan",0,10000,0,0,0,10000,56,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8845323931,8.845323931e-05,0.448280407,0.978938493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1"
"Infrastructure","2020-39",2020,"","We endorse the G20 Riyadh InfraTech Agenda, which promotes the use of technology in infrastructure, with the aim of improving investment decisions, enhancing value for money, and promoting quality infrastructure investments for the delivery of better social, economic and environmental outcomes. ",-0.1,"brazil","-1","2020-11-21","saudi",0,10000,0,0,0,10000,56,3,9,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6923700197,6.923700197e-05,-3.918004172,0.448280407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"Infrastructure","2020-194",2020,"","[We support MDBs to] maximize the quality of infrastructure projects. ",0.45,"brazil","0","2020-11-21","saudi",0,10000,0,0,0,10000,56,3,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6923700197,6.923700197e-05,-3.918004172,0.448280407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"Infrastructure","2020-40",2020,"","We will advance the work related to the G20 Principles for Quality Infrastructure Investment. ",0.4,"brazil","0","2020-11-21","saudi",0,10000,0,0,0,10000,56,3,9,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6923700197,6.923700197e-05,-3.918004172,0.448280407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"Infrastructure","2021-172",2021,"","In line with the G20 Roadmap for Infrastructure as an Asset Class, and building on the G20 Infrastructure Investors Dialogue, we will continue, in a flexible manner, to develop further the collaboration between the public and private investors to mobilize private capital. ",0.75,"brazil","0","2021-10-30","italy",0,10000,0,0,0,10000,56,4,16,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7696785531,7.696785531e-05,4.435352819,-3.918004172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"Migration and Refugees","2015-89",2015,"","We commit to continue further strengthening our support for all efforts to provide protection [for the unprecedented numbers of refugees and internally displaced persons in various parts of the world",0.6,"brazil","1","2015-11-15","turkey",1,0,1,1,1,0,29,4,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8783214413,8.783214413e-05,-4.358317179,-0.354514802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"1"
"Migration and Refugees","2016-132",2016,"","The G20 will continue to address forced displacement in 2017 with a view to developing concrete actions",0.45,"brazil","1","2016-09-04","china",0,10000,0,0,0,165,29,3,9,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8680735421,8.680735421e-05,-4.057423002,-4.358317179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"1"
"Migration and Refugees","2017-100",2017,"","We commit to addressing the distinct needs of refugees and migrants, in particular close to their region of origin and, when applicable, to enable them to return home safely. ",0.35,"brazil","1","2017-07-07","germany",1,141,1,0,1,141,29,16,256,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9896717511,9.896717511e-05,0.523296589,-4.057423002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"1"
"Terrorism","2013-140",2013,"","[We reiterate our commitment to FATF's work in] terrorism financing",0.75,"brazil","1","2013-09-05","russia",0,10000,0,0,0,10000,49,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.225856485,0.0001225856485,2.114256452,1.007654033,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1"
"Terrorism","2015-110",2015,"","We will continue to implement relevant FATF recommendations and instruments",0.8,"brazil","1","2015-11-15","turkey",0,10000,0,0,0,10000,49,12,144,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8783214413,8.783214413e-05,-4.358317179,-0.354514802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1"
